respondent_id,role_raw,role_other,role_raw_norm,role_other_norm,needs_harmonization,preliminary_category,final_category_appendix_j
RESP_aab3c05ec6,Other (please specify),Permanent capital investor,other please specify,permanent capital investor,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_ac66d40e22,Other (please specify),Local government,other please specify,local government,TRUE,Government Funding Agency,Government Funding Agency
RESP_ad7e32f0dc,Other (please specify),acquired scale-up,other please specify,acquired scale up,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_ade91d9c64,Other (please specify),Management Consulting,other please specify,management consulting,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_adec78090e,Other (please specify),Director of SME,other please specify,director of sme,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_af69087c6a,Other (please specify),Assurance and Advisory services,other please specify,assurance and advisory services,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_b04001e6ce,Other (please specify),Investment Banker - arranges financing for renewables developers and buys and sells assets,other please specify,investment banker arranges financing for renewables developers and buys and sells assets,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_b04a52625c,Other (please specify),Think tank,other please specify,think tank,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b0a9f9fdfe,Other (please specify),For profit organization,other please specify,for profit organization,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b250657e46,Other (please specify),Development Finance,other please specify,development finance,TRUE,Government Funding Agency,Government Funding Agency
RESP_b2c1384b9c,Other (please specify),Corporate,other please specify,corporate,TRUE,Corporate Entities,Corporate Entities
RESP_b4c25c7c14,Other (please specify),Privately Held Company,other please specify,privately held company,TRUE,Corporate Entities,Corporate Entities
RESP_b4c42a8699,Other (please specify),Impact Investor,other please specify,impact investor,TRUE,ESG Investor,ESG Investor
RESP_b4c8a845ab,Other (please specify),Law firm,other please specify,law firm,TRUE,Legal Services,Legal Services
RESP_b53cfe121a,Other (please specify),Government pension fund,other please specify,government pension fund,TRUE,Government Funding Agency,Investment and Financial Services
RESP_b56627a072,Other (please specify),CFO in PE backed company,other please specify,cfo in pe backed company,TRUE,Corporate Entities,Corporate Entities
RESP_b608961c28,Other (please specify),Corporate lawyer,other please specify,corporate lawyer,TRUE,Legal Services,Legal Services
RESP_b67444f748,Other (please specify),Importer and distributor of animal feed,other please specify,importer and distributor of animal feed,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b6ffe514b3,Other (please specify),Banks,other please specify,banks,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b72a679846,Other (please specify),Corporate executive,other please specify,corporate executive,TRUE,Corporate Entities,Corporate Entities
RESP_b76700292c,Other (please specify),Publicly Listed Corporate,other please specify,publicly listed corporate,TRUE,Corporate Entities,Corporate Entities
RESP_b796a10dea,Other (please specify),Pension Funds,other please specify,pension funds,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_b7c5cf1ba5,Other (please specify),Fintech Firm - Privately owned,other please specify,fintech firm privately owned,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_b86889684c,Other (please specify),Business Consultancy,other please specify,business consultancy,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_b8a0abc6d3,Other (please specify),Franchised consumer goods distributor,other please specify,franchised consumer goods distributor,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b946da24af,Other (please specify),CEO,other please specify,ceo,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_b978dbf6f2,Other (please specify),Software vendor,other please specify,software vendor,TRUE,Technology and Software,Technology and Software
RESP_b9cc2ef758,Other (please specify),Gas Transmission System Operator,other please specify,gas transmission system operator,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_ba2edb1409,Other (please specify),Asset owner,other please specify,asset owner,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bc97bccd86,Other (please specify),Private investment companhy,other please specify,private investment companhy,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bd653873c8,Other (please specify),Asset Manager,other please specify,asset manager,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_bde1f65707,Other (please specify),Financial Advisor to Companies,other please specify,financial advisor to companies,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_be21811dd4,Other (please specify),LLP,other please specify,llp,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_bfb9a282a6,Other (please specify),Sustainable business and ESG integration advisory/consultancy,other please specify,sustainable business and esg integration advisory consultancy,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_c0a13b310d,Other (please specify),private enterprise,other please specify,private enterprise,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c0c7edc539,Other (please specify),INVESTMENT BANKING,other please specify,investment banking,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_c0f0ed1378,Other (please specify),private limited partner,other please specify,private limited partner,TRUE,Limited Partner,Limited Partner
RESP_c1d2c0bbef,Other (please specify),Entrepreneur,other please specify,entrepreneur,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c235235f0b,Other (please specify),Law firm owner,other please specify,law firm owner,TRUE,Legal Services,Legal Services
RESP_c245c3070e,Other (please specify),Company,other please specify,company,TRUE,Corporate Entities,Corporate Entities
RESP_c423533890,Other (please specify),Entrepreneur in CPG,other please specify,entrepreneur in cpg,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c446090fe7,Other (please specify),Private health provider,other please specify,private health provider,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c535af1421,Other (please specify),Community Foundation,other please specify,community foundation,TRUE,Philanthropic Organization,Philanthropic Organization
RESP_c5d9fedad4,Other (please specify),average citizen,other please specify,average citizen,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c60f4aaff1,Other (please specify),Consultant-independent,other please specify,consultant independent,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_c85ba4cdfb,Other (please specify),Commercial Finance specialist,other please specify,commercial finance specialist,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_c8bc092203,Other (please specify),family office,other please specify,family office,TRUE,Family Office,Family Office
RESP_cb93ffbfdc,Other (please specify),law firm partner,other please specify,law firm partner,TRUE,Legal Services,Legal Services
RESP_cd39f78759,Other (please specify),"Entrepreneur in ESG (Social, not Climate)",other please specify,entrepreneur in esg social not climate,TRUE,Entrepreneur in Climate Technology,Entrepreneur in Climate Technology
RESP_cd935c36e3,Other (please specify),Tech Software,other please specify,tech software,TRUE,Technology and Software,Technology and Software
RESP_cdbe98b689,Other (please specify),Multilateral Organization,other please specify,multilateral organization,TRUE,Government Funding Agency,Government Funding Agency
RESP_cf3cd0e28b,Other (please specify),Asset Manager,other please specify,asset manager,TRUE,Investment and Financial Services,Investment and Financial Services
RESP_cf519d879e,Other (please specify),CFO in business,other please specify,cfo in business,TRUE,Miscellaneous and Individual Respondents,Miscellaneous and Individual Respondents
RESP_d01e07c2d7,Other (please specify),Conservation Company,other please specify,conservation company,TRUE,Corporate Entities,Corporate Entities
RESP_d08bcb7a00,Other (please specify),Accounting and advissory,other please specify,accounting and advissory,TRUE,Business Consulting and Advisory,Business Consulting and Advisory
RESP_d12e949b43,Other (please specify),Single Family Office,other please specify,single family office,TRUE,Family Office,Family Office
RESP_d157531f6a,Other (please specify),Financial holding,other please specify,financial holding,TRUE,Investment and Financial Services,Investment and Financial Services
